SAMPLE NAME	HGNC ID	GENE NAME	PROCESS	LOG2FOLD	P-VALUE
Met_vs_Placebo_RA_user	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4	Oxidative Phosphorylation	-0.37592	0.000363086
Met_vs_Placebo_RA_user	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5	Oxidative Phosphorylation	-0.662012	0.0000069828
Met_vs_Placebo_RA_user	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6	Oxidative Phosphorylation	-0.482857	0.0000061389
Met_vs_Placebo_RA_user	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7	Oxidative Phosphorylation	-0.545007	0.0000641192
Met_vs_Placebo_RA_user	NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8	Oxidative Phosphorylation	-0.501953	0.0000015439
Met_vs_Placebo_RA_user	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1	Oxidative Phosphorylation	-0.257728	0.0157728
Met_vs_Placebo_RA_user	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2	Oxidative Phosphorylation	-0.185382	0.0249173
Met_vs_Placebo_RA_user	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3	Oxidative Phosphorylation	-0.344891	0.000302669
Met_vs_Placebo_RA_user	NIPSNAP1	nipsnap homolog 1	Oxidative Phosphorylation	-0.0502323	0.762114
Met_vs_Placebo_RA_user	NIPSNAP2	nipsnap homolog 2	Oxidative Phosphorylation	-0.0852227	0.273548
Met_vs_Placebo_RA_user	NUBPL	nucleotide binding protein like	Oxidative Phosphorylation	0.252133	0.0498395
Met_vs_Placebo_RA_user	OXA1L	OXA1L mitochondrial inner membrane protein	Oxidative Phosphorylation	-0.0744967	0.469514
Met_vs_Placebo_RA_user	PET117	PET117 cytochrome c oxidase chaperone	Oxidative Phosphorylation	0.0445716	0.782383
Met_vs_Placebo_RA_user	PTCD2	pentatricopeptide repeat domain 2	Oxidative Phosphorylation	0.251636	0.0390627
Met_vs_Placebo_RA_user	RTN4IP1	reticulon 4 interacting protein 1	Oxidative Phosphorylation	0.121018	0.325849
Met_vs_Placebo_RA_user	SCO1	SCO cytochrome c oxidase assembly protein 1	Oxidative Phosphorylation	-0.115595	0.341214
Met_vs_Placebo_RA_user	SCO2	SCO cytochrome c oxidase assembly protein 2	Oxidative Phosphorylation	-0.341755	0.0262741
Met_vs_Placebo_RA_user	SDHA	succinate dehydrogenase complex flavoprotein subunit A	Oxidative Phosphorylation	0.0669675	0.352917
Met_vs_Placebo_RA_user	SDHAF2	succinate dehydrogenase complex assembly factor 2	Oxidative Phosphorylation	-0.018788	0.908859
Met_vs_Placebo_RA_user	SDHB	succinate dehydrogenase complex iron sulfur subunit B	Oxidative Phosphorylation	-0.239671	0.00653804
Met_vs_Placebo_RA_user	SDHC	succinate dehydrogenase complex subunit C	Oxidative Phosphorylation	-0.196292	0.0121312
Met_vs_Placebo_RA_user	SDHD	succinate dehydrogenase complex subunit D	Oxidative Phosphorylation	-0.161694	0.0255794
Met_vs_Placebo_RA_user	SURF1	SURF1 cytochrome c oxidase assembly factor	Oxidative Phosphorylation	-0.340882	0.0179693
Met_vs_Placebo_RA_user	TBRG4	transforming growth factor beta regulator 4	Oxidative Phosphorylation	-0.166533	0.0769278
Met_vs_Placebo_RA_user	TMEM126B	transmembrane protein 126B	Oxidative Phosphorylation	-0.213422	0.0629631
Met_vs_Placebo_RA_user	TMEM186	transmembrane protein 186	Oxidative Phosphorylation	0.0722187	0.451788
Met_vs_Placebo_RA_user	TMEM70	transmembrane protein 70	Oxidative Phosphorylation	-0.207461	0.0180654
Met_vs_Placebo_RA_user	TTC19	tetratricopeptide repeat domain 19	Oxidative Phosphorylation	-0.0788379	0.391371
Met_vs_Placebo_RA_user	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1	Oxidative Phosphorylation	-0.104526	0.195179
Met_vs_Placebo_RA_user	UQCC3	ubiquinol-cytochrome c reductase complex assembly factor 3	Oxidative Phosphorylation	-0.249362	0.0415726
Met_vs_Placebo_RA_user	UQCRB	ubiquinol-cytochrome c reductase binding protein	Oxidative Phosphorylation	-0.310478	0.000665778
Met_vs_Placebo_RA_user	UQCRC2	ubiquinol-cytochrome c reductase core protein 2	Oxidative Phosphorylation	-0.112282	0.0848191
Met_vs_Placebo_RA_user	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	Oxidative Phosphorylation	-0.322299	0.0000172404
Met_vs_Placebo_RA_user	MT-ATP6	mitochondrially encoded ATP synthase 6	Oxidative Phosphorylation (mt)	-0.226309	0.184295
Met_vs_Placebo_RA_user	MT-ATP8	mitochondrially encoded ATP synthase 8	Oxidative Phosphorylation (mt)	0.308138	0.000801968
Met_vs_Placebo_RA_user	MT-CO1	mitochondrially encoded cytochrome c oxidase I	Oxidative Phosphorylation (mt)	0.00562386	0.957364
Met_vs_Placebo_RA_user	MT-CO2	mitochondrially encoded cytochrome c oxidase II	Oxidative Phosphorylation (mt)	-0.193098	0.108372
Met_vs_Placebo_RA_user	MT-CO3	mitochondrially encoded cytochrome c oxidase III	Oxidative Phosphorylation (mt)	-0.21043	0.824585
Met_vs_Placebo_RA_user	MT-CYB	mitochondrially encoded cytochrome b	Oxidative Phosphorylation (mt)	-0.176664	0.167953
Met_vs_Placebo_RA_user	MT-ND1	mitochondrially encoded NADH dehydrogenase 1	Oxidative Phosphorylation (mt)	-0.127879	0.336946
Met_vs_Placebo_RA_user	MT-ND2	mitochondrially encoded NADH dehydrogenase 2	Oxidative Phosphorylation (mt)	0.035906	0.789679
Met_vs_Placebo_RA_user	MT-ND3	mitochondrially encoded NADH dehydrogenase 3	Oxidative Phosphorylation (mt)	-0.117813	0.438267
Met_vs_Placebo_RA_user	MT-ND4	mitochondrially encoded NADH dehydrogenase 4	Oxidative Phosphorylation (mt)	-0.188745	0.723162
Met_vs_Placebo_RA_user	MT-ND5	mitochondrially encoded NADH dehydrogenase 5	Oxidative Phosphorylation (mt)	0.149494	0.722731
Met_vs_Placebo_RA_user	MT-ND6	mitochondrially encoded NADH dehydrogenase 6	Oxidative Phosphorylation (mt)	-0.861773	0.0829873
Met_vs_Placebo_RA_user	G6PD	glucose-6-phosphate dehydrogenase	Pentose Phosphate Pathway	-0.566729	0.00458645
Met_vs_Placebo_RA_user	PGD	phosphogluconate dehydrogenase	Pentose Phosphate Pathway	-0.0071731	0.949839
Met_vs_Placebo_RA_user	PGLS	6-phosphogluconolactonase	Pentose Phosphate Pathway	-0.580152	0.0000037223
Met_vs_Placebo_RA_user	RPIA	ribose 5-phosphate isomerase A	Pentose Phosphate Pathway	-0.0828974	0.662165
Met_vs_Placebo_RA_user	TALDO1	transaldolase 1	Pentose Phosphate Pathway	-0.397923	0.00010078
Met_vs_Placebo_RA_user	TKT	transketolase	Pentose Phosphate Pathway	-0.350196	0.0356312
Met_vs_Placebo_RA_user	AFG1L	AFG1 like ATPase	Protein Stability & Degradation	0.200774	0.333178
Met_vs_Placebo_RA_user	ATAD1	ATPase family AAA domain containing 1	Protein Stability & Degradation	0.108397	0.238483
Met_vs_Placebo_RA_user	ATP23	ATP23 metallopeptidase and ATP synthase assembly factor homolog	Protein Stability & Degradation	-0.165174	0.464952
Met_vs_Placebo_RA_user	CLPB	ClpB homolog, mitochondrial AAA ATPase chaperonin	Protein Stability & Degradation	0.26402	0.00713475
Met_vs_Placebo_RA_user	CLPP	caseinolytic mitochondrial matrix peptidase proteolytic subunit	Protein Stability & Degradation	-0.474518	0.0000549689
Met_vs_Placebo_RA_user	CLPX	caseinolytic mitochondrial matrix peptidase chaperone subunit	Protein Stability & Degradation	0.251186	0.0113729
Met_vs_Placebo_RA_user	DNAJA3	DnaJ heat shock protein family (Hsp40) member A3	Protein Stability & Degradation	0.000372505	0.997197
Met_vs_Placebo_RA_user	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11	Protein Stability & Degradation	-0.166887	0.0432249
Met_vs_Placebo_RA_user	DNAJC30	DnaJ heat shock protein family (Hsp40) member C30	Protein Stability & Degradation	-0.23728	0.0480042
Met_vs_Placebo_RA_user	DNAJC4	DnaJ heat shock protein family (Hsp40) member C4	Protein Stability & Degradation	-0.496751	0.0000866478
Met_vs_Placebo_RA_user	FBXL4	F-box and leucine rich repeat protein 4	Protein Stability & Degradation	0.0846211	0.448341
Met_vs_Placebo_RA_user	FKBP8	FKBP prolyl isomerase 8	Protein Stability & Degradation	-0.294908	0.00283577
Met_vs_Placebo_RA_user	HSPA1A	heat shock protein family A (Hsp70) member 1A	Protein Stability & Degradation	-0.022661	0.841537
Met_vs_Placebo_RA_user	HSPD1	heat shock protein family D (Hsp60) member 1	Protein Stability & Degradation	-0.146071	0.073817
Met_vs_Placebo_RA_user	LONP1	lon peptidase 1, mitochondrial	Protein Stability & Degradation	-0.156294	0.204986
Met_vs_Placebo_RA_user	MUL1	mitochondrial E3 ubiquitin protein ligase 1	Protein Stability & Degradation	-0.160508	0.0393142
Met_vs_Placebo_RA_user	NLN	neurolysin	Protein Stability & Degradation	0.248527	0.0120834
Met_vs_Placebo_RA_user	NRDC	nardilysin convertase	Protein Stability & Degradation	0.129012	0.0787069
Met_vs_Placebo_RA_user	PET100	PET100 cytochrome c oxidase chaperone	Protein Stability & Degradation	-0.596916	0.000458766
Met_vs_Placebo_RA_user	PITRM1	pitrilysin metallopeptidase 1	Protein Stability & Degradation	0.113097	0.608558
Met_vs_Placebo_RA_user	RNF185	ring finger protein 185	Protein Stability & Degradation	-0.00328964	0.978281
Met_vs_Placebo_RA_user	RNF5	ring finger protein 5	Protein Stability & Degradation	-0.258459	0.00845916
Met_vs_Placebo_RA_user	TMEM177	transmembrane protein 177	Protein Stability & Degradation	-0.284791	0.0858725
Met_vs_Placebo_RA_user	UBA1	ubiquitin like modifier activating enzyme 1	Protein Stability & Degradation	0.0162099	0.859999
Met_vs_Placebo_RA_user	XPNPEP3	X-prolyl aminopeptidase 3	Protein Stability & Degradation	0.220068	0.184082
Met_vs_Placebo_RA_user	ACSS1	acyl-CoA synthetase short chain family member 1	Pyruvate Metabolism	-0.19144	0.271337
Met_vs_Placebo_RA_user	ACSS2	acyl-CoA synthetase short chain family member 2	Pyruvate Metabolism	0.0914106	0.426714
Met_vs_Placebo_RA_user	ADHFE1	alcohol dehydrogenase iron containing 1	Pyruvate Metabolism	0.0823352	0.524272
Met_vs_Placebo_RA_user	ALDH7A1	aldehyde dehydrogenase 7 family member A1	Pyruvate Metabolism	0.20362	0.036973
Met_vs_Placebo_RA_user	DLAT	dihydrolipoamide S-acetyltransferase	Pyruvate Metabolism	0.201108	0.027271
Met_vs_Placebo_RA_user	HAGH	hydroxyacylglutathione hydrolase	Pyruvate Metabolism	-0.366287	0.000891339
Met_vs_Placebo_RA_user	HOGA1	4-hydroxy-2-oxoglutarate aldolase 1	Pyruvate Metabolism	-0.0463128	0.713686
Met_vs_Placebo_RA_user	L2HGDH	L-2-hydroxyglutarate dehydrogenase	Pyruvate Metabolism	0.188742	0.0761138
Met_vs_Placebo_RA_user	LDHD	lactate dehydrogenase D	Pyruvate Metabolism	-0.231806	0.0987555
Met_vs_Placebo_RA_user	ME1	malic enzyme 1	Pyruvate Metabolism	-0.0337617	0.877971
Met_vs_Placebo_RA_user	ME2	malic enzyme 2	Pyruvate Metabolism	0.0592087	0.62629
Met_vs_Placebo_RA_user	ME3	malic enzyme 3	Pyruvate Metabolism	-0.273171	0.0109183
Met_vs_Placebo_RA_user	MPC1	mitochondrial pyruvate carrier 1	Pyruvate Metabolism	-0.338904	0.00412035
Met_vs_Placebo_RA_user	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial	Pyruvate Metabolism	-0.339582	0.266233
Met_vs_Placebo_RA_user	PDHA1	pyruvate dehydrogenase E1 alpha 1 subunit	Pyruvate Metabolism	-0.0425025	0.657358
Met_vs_Placebo_RA_user	PDHB	pyruvate dehydrogenase E1 beta subunit	Pyruvate Metabolism	-0.105826	0.0901513
Met_vs_Placebo_RA_user	PDK1	pyruvate dehydrogenase kinase 1	Pyruvate Metabolism	0.13878	0.257119
Met_vs_Placebo_RA_user	PDK2	pyruvate dehydrogenase kinase 2	Pyruvate Metabolism	-0.295958	0.00124858
Met_vs_Placebo_RA_user	PDK3	pyruvate dehydrogenase kinase 3	Pyruvate Metabolism	0.966477	7.157e-7
Met_vs_Placebo_RA_user	PDK4	pyruvate dehydrogenase kinase 4	Pyruvate Metabolism	0.858397	0.00178994
Met_vs_Placebo_RA_user	PDP1	pyruvate dehyrogenase phosphatase catalytic subunit 1	Pyruvate Metabolism	0.277901	0.0997354
Met_vs_Placebo_RA_user	PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2	Pyruvate Metabolism	0.1437	0.378195
Met_vs_Placebo_RA_user	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit	Pyruvate Metabolism	0.684799	0.0000044869
Met_vs_Placebo_RA_user	CAT	catalase	ROS Defense	-0.26839	0.0825903
Met_vs_Placebo_RA_user	GCLC	glutamate-cysteine ligase catalytic subunit	ROS Defense	-0.0154926	0.956476
Met_vs_Placebo_RA_user	GCLM	glutamate-cysteine ligase modifier subunit	ROS Defense	0.251553	0.0265244
Met_vs_Placebo_RA_user	GLRX2	glutaredoxin 2	ROS Defense	-0.57791	0.000987684
Met_vs_Placebo_RA_user	GPX4	glutathione peroxidase 4	ROS Defense	-0.505202	0.0001636
Met_vs_Placebo_RA_user	GSR	glutathione-disulfide reductase	ROS Defense	-0.0216127	0.907933
Met_vs_Placebo_RA_user	GSS	glutathione synthetase	ROS Defense	-0.671182	0.00668932
Met_vs_Placebo_RA_user	GSTA4	glutathione S-transferase alpha 4	ROS Defense	-0.0869874	0.382319
Met_vs_Placebo_RA_user	MPV17	mitochondrial inner membrane protein MPV17	ROS Defense	-0.290633	0.0314736
Met_vs_Placebo_RA_user	MPV17L	MPV17 mitochondrial inner membrane protein like	ROS Defense	-0.385013	0.318559
Met_vs_Placebo_RA_user	MSRA	methionine sulfoxide reductase A	ROS Defense	-0.188227	0.219404
Met_vs_Placebo_RA_user	MSRB3	methionine sulfoxide reductase B3	ROS Defense	0.276001	0.000747911
Met_vs_Placebo_RA_user	NUDT2	nudix hydrolase 2	ROS Defense	-0.427577	0.000790138
Met_vs_Placebo_RA_user	OGG1	8-oxoguanine DNA glycosylase	ROS Defense	-0.432609	0.0350391
Met_vs_Placebo_RA_user	OXR1	oxidation resistance 1	ROS Defense	0.245277	0.00278508
Met_vs_Placebo_RA_user	PARK7	Parkinsonism associated deglycase	ROS Defense	-0.350615	0.00174934
Met_vs_Placebo_RA_user	PRDX1	peroxiredoxin 1	ROS Defense	-0.415782	0.000237309
Met_vs_Placebo_RA_user	PRDX3	peroxiredoxin 3	ROS Defense	-0.11765	0.190241
Met_vs_Placebo_RA_user	PRDX5	peroxiredoxin 5	ROS Defense	-0.445669	0.000211231
Met_vs_Placebo_RA_user	SOD1	superoxide dismutase 1	ROS Defense	-0.508974	0.00003545
Met_vs_Placebo_RA_user	SOD2	superoxide dismutase 2	ROS Defense	0.256818	0.000824962
Met_vs_Placebo_RA_user	TXN	thioredoxin	ROS Defense	-0.510612	0.00146339
Met_vs_Placebo_RA_user	TXN2	thioredoxin 2	ROS Defense	-0.340403	0.000439044
Met_vs_Placebo_RA_user	TXNRD1	thioredoxin reductase 1	ROS Defense	0.0642966	0.588857
Met_vs_Placebo_RA_user	TXNRD2	thioredoxin reductase 2	ROS Defense	-0.547037	0.00794295
Met_vs_Placebo_RA_user	ALKBH1	alkB homolog 1, histone H2A dioxygenase	Replication & Transcription	-0.006362	0.976142
Met_vs_Placebo_RA_user	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1	Replication & Transcription	-0.368186	0.0000399577
Met_vs_Placebo_RA_user	APEX2	apurinic/apyrimidinic endodeoxyribonuclease 2	Replication & Transcription	-0.0819211	0.546233
Met_vs_Placebo_RA_user	CMPK2	cytidine/uridine monophosphate kinase 2	Replication & Transcription	-0.772331	0.0366134
Met_vs_Placebo_RA_user	DGUOK	deoxyguanosine kinase	Replication & Transcription	-0.00278123	0.992454
Met_vs_Placebo_RA_user	DHX29	DExH-box helicase 29	Replication & Transcription	0.253669	0.0195364
Met_vs_Placebo_RA_user	DHX30	DExH-box helicase 30	Replication & Transcription	-0.0688712	0.463445
Met_vs_Placebo_RA_user	ENDOG	endonuclease G	Replication & Transcription	-0.435246	0.00143471
Met_vs_Placebo_RA_user	EXOG	exo/endonuclease G	Replication & Transcription	0.0718773	0.664791
Met_vs_Placebo_RA_user	FEN1	flap structure-specific endonuclease 1	Replication & Transcription	-0.201723	0.242534
Met_vs_Placebo_RA_user	LIG1	DNA ligase 1	Replication & Transcription	-0.242214	0.323592
Met_vs_Placebo_RA_user	LIG3	DNA ligase 3	Replication & Transcription	0.0816444	0.49529
Met_vs_Placebo_RA_user	MGME1	mitochondrial genome maintenance exonuclease 1	Replication & Transcription	-0.301088	0.303185
Met_vs_Placebo_RA_user	MSH5	mutS homolog 5	Replication & Transcription	0.203856	0.38539
Met_vs_Placebo_RA_user	MTERF1	mitochondrial transcription termination factor 1	Replication & Transcription	0.209355	0.374535
Met_vs_Placebo_RA_user	MTERF2	mitochondrial transcription termination factor 2	Replication & Transcription	0.225595	0.0783327
Met_vs_Placebo_RA_user	MUTYH	mutY DNA glycosylase	Replication & Transcription	-0.262881	0.20668
Met_vs_Placebo_RA_user	NFE2L2	nuclear factor, erythroid 2 like 2	Replication & Transcription	0.0668369	0.686928
Met_vs_Placebo_RA_user	NIF3L1	NGG1 interacting factor 3 like 1	Replication & Transcription	-0.086756	0.538967
Met_vs_Placebo_RA_user	NSUN2	NOP2/Sun RNA methyltransferase 2	Replication & Transcription	-0.0849834	0.507387
Met_vs_Placebo_RA_user	NT5M	5',3'-nucleotidase, mitochondrial	Replication & Transcription	0.0211248	0.857088
Met_vs_Placebo_RA_user	NTHL1	nth like DNA glycosylase 1	Replication & Transcription	-0.167159	0.427589
Met_vs_Placebo_RA_user	POLDIP2	DNA polymerase delta interacting protein 2	Replication & Transcription	-0.196427	0.00523726
Met_vs_Placebo_RA_user	POLG	DNA polymerase gamma, catalytic subunit	Replication & Transcription	0.118507	0.261239
Met_vs_Placebo_RA_user	POLRMT	RNA polymerase mitochondrial	Replication & Transcription	-0.191829	0.0893662
Met_vs_Placebo_RA_user	RAD51	RAD51 recombinase	Replication & Transcription	0.0619388	0.811177
Met_vs_Placebo_RA_user	RNASEH1	ribonuclease H1	Replication & Transcription	0.0372206	0.81785
Met_vs_Placebo_RA_user	RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B	Replication & Transcription	0.547918	0.0000783979
Met_vs_Placebo_RA_user	SSBP1	single stranded DNA binding protein 1	Replication & Transcription	-0.0665624	0.767391
Met_vs_Placebo_RA_user	SUPV3L1	Suv3 like RNA helicase	Replication & Transcription	-0.192784	0.12866
Met_vs_Placebo_RA_user	TEFM	transcription elongation factor, mitochondrial	Replication & Transcription	-0.142585	0.160682
Met_vs_Placebo_RA_user	TFB1M	transcription factor B1, mitochondrial	Replication & Transcription	-0.218967	0.256936
Met_vs_Placebo_RA_user	TFB2M	transcription factor B2, mitochondrial	Replication & Transcription	0.00849187	0.957438
Met_vs_Placebo_RA_user	TK2	thymidine kinase 1	Replication & Transcription	-0.218499	0.0103649
Met_vs_Placebo_RA_user	TOP1MT	DNA topoisomerase I mitochondrial	Replication & Transcription	0.471839	0.0528807
Met_vs_Placebo_RA_user	TOP3A	DNA topoisomerase III alpha	Replication & Transcription	0.0077856	0.949262
Met_vs_Placebo_RA_user	TRUB2	TruB pseudouridine synthase family member 2	Replication & Transcription	-0.165584	0.115462
Met_vs_Placebo_RA_user	TWNK	twinkle mtDNA helicase	Replication & Transcription	0.0532937	0.767853
Met_vs_Placebo_RA_user	UNG	uracil DNA glycosylase	Replication & Transcription	-0.18339	0.229011
Met_vs_Placebo_RA_user	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing	Replication & Transcription	-0.0227615	0.888593
Met_vs_Placebo_RA_user	ARNT	aryl hydrocarbon receptor nuclear translocator	Transcription (nuclear)	0.358755	0.0042661
Met_vs_Placebo_RA_user	ATF4	activating transcription factor 4 	Transcription (nuclear)	-0.52059	0.00614809
Met_vs_Placebo_RA_user	CREB1	cAMP responsive element binding protein 1	Transcription (nuclear)	0.770788	0.000082294
Met_vs_Placebo_RA_user	ESRRA	estrogen related receptor alpha	Transcription (nuclear)	-0.143828	0.0382427
Met_vs_Placebo_RA_user	FOXO3	forkhead box O3 	Transcription (nuclear)	0.446057	0.00171584
Met_vs_Placebo_RA_user	GABPA	GA binding protein transcription factor subunit alpha	Transcription (nuclear)	0.597296	0.000333694
Met_vs_Placebo_RA_user	HIF1A	hypoxia inducible factor 1 subunit alpha 	Transcription (nuclear)	0.252193	0.200974
Met_vs_Placebo_RA_user	JUN	Jun proto-oncogene, AP-1 transcription factor subunit	Transcription (nuclear)	0.158569	0.614101
Met_vs_Placebo_RA_user	MITF	melanocyte inducing transcription factor 	Transcription (nuclear)	0.323464	0.00290254
Met_vs_Placebo_RA_user	MYC	MYC proto-oncogene, bHLH transcription factor	Transcription (nuclear)	-0.127314	0.765155
Met_vs_Placebo_RA_user	NRF1	nuclear respiratory factor 1	Transcription (nuclear)	-0.0138071	0.950058
Met_vs_Placebo_RA_user	PPARG	peroxisome proliferator activated receptor gamma	Transcription (nuclear)	0.196823	0.310533
Met_vs_Placebo_RA_user	PPARGC1A	PPARG coactivator 1 alpha	Transcription (nuclear)	1.20505	0.0000097057
Met_vs_Placebo_RA_user	PPARGC1B	PPARG coactivator 1 beta	Transcription (nuclear)	0.550729	0.00265286
Met_vs_Placebo_RA_user	PPRC1	PPARG related coactivator 1	Transcription (nuclear)	0.137589	0.490503
Met_vs_Placebo_RA_user	RELA	RELA proto-oncogene, NF-kB subunit 	Transcription (nuclear)	-0.00733774	0.965073
Met_vs_Placebo_RA_user	SP1	Sp1 transcription factor	Transcription (nuclear)	1.26082	0.0000025206
Met_vs_Placebo_RA_user	TFE3	transcription factor binding to IGHM enhancer 3	Transcription (nuclear)	-0.0511557	0.715773
Met_vs_Placebo_RA_user	TFEB	transcription factor EB	Transcription (nuclear)	-0.249172	0.0437635
Met_vs_Placebo_RA_user	TP53	tumor protein p53	Transcription (nuclear)	-0.190796	0.272755
Met_vs_Placebo_RA_user	YAP1	Yes associated protein 1	Transcription (nuclear)	0.608335	0.0000096948
Met_vs_Placebo_RA_user	YY1	YY1 transcription factor	Transcription (nuclear)	0.047132	0.63239
Met_vs_Placebo_RA_user	ABCB10	ATP binding cassette subfamily B member 10	Transmembrane Transport	0.174066	0.110177
Met_vs_Placebo_RA_user	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)	Transmembrane Transport	-0.420407	0.00360548
Met_vs_Placebo_RA_user	ABCB7	ATP binding cassette subfamily B member 7	Transmembrane Transport	0.0691077	0.519494
Met_vs_Placebo_RA_user	ABCB8	ATP binding cassette subfamily B member 8	Transmembrane Transport	0.00411164	0.975738
Met_vs_Placebo_RA_user	ABCD3	ATP binding cassette subfamily D member 3	Transmembrane Transport	0.2032	0.0796868
Met_vs_Placebo_RA_user	ABCE1	ATP binding cassette subfamily E member 1	Transmembrane Transport	0.195163	0.0494517
Met_vs_Placebo_RA_user	ABCF2	ATP binding cassette subfamily F member 2	Transmembrane Transport	-0.00374555	0.977285
Met_vs_Placebo_RA_user	FAM210B	family with sequence similarity 210 member B	Transmembrane Transport	-0.0610941	0.586396
Met_vs_Placebo_RA_user	MRS2	magnesium transporter MRS2	Transmembrane Transport	0.116251	0.179006
Met_vs_Placebo_RA_user	NIPSNAP3A	nipsnap homolog 3A	Transmembrane Transport	0.0718818	0.791643
Met_vs_Placebo_RA_user	NIPSNAP3B	nipsnap homolog 3B	Transmembrane Transport	0.0187245	0.897399
Met_vs_Placebo_RA_user	SFXN1	sideroflexin 1	Transmembrane Transport	0.134815	0.756201
Met_vs_Placebo_RA_user	SFXN3	sideroflexin 3	Transmembrane Transport	-0.241958	0.386671
Met_vs_Placebo_RA_user	SFXN4	sideroflexin 4	Transmembrane Transport	-0.200017	0.146578
Met_vs_Placebo_RA_user	SFXN5	sideroflexin 5	Transmembrane Transport	-0.218935	0.312704
Met_vs_Placebo_RA_user	VDAC1	voltage dependent anion channel 1	Transmembrane Transport	-0.0815863	0.283319
Met_vs_Placebo_RA_user	VDAC2	voltage dependent anion channel 2	Transmembrane Transport	-0.089623	0.128227
Met_vs_Placebo_RA_user	VDAC3	voltage dependent anion channel 3	Transmembrane Transport	-0.212605	0.0463755
Met_vs_Placebo_RA_user	ACO1	aconitase 1	Tricarboxylic Acid Cycle	-0.00459773	0.975738
Met_vs_Placebo_RA_user	ACO2	aconitase 2	Tricarboxylic Acid Cycle	0.090652	0.324839
Met_vs_Placebo_RA_user	CS	citrate synthase	Tricarboxylic Acid Cycle	0.107651	0.102094
Met_vs_Placebo_RA_user	DLD	dihydrolipoamide dehydrogenase	Tricarboxylic Acid Cycle	0.194492	0.013651
Met_vs_Placebo_RA_user	DLST	dihydrolipoamide S-succinyltransferase	Tricarboxylic Acid Cycle	-0.0332377	0.663467
Met_vs_Placebo_RA_user	FH	fumarate hydratase	Tricarboxylic Acid Cycle	-0.157122	0.0311667
Met_vs_Placebo_RA_user	IDH1	isocitrate dehydrogenase (NADP(+)) 1, cytosolic	Tricarboxylic Acid Cycle	-0.343547	0.0331607
Met_vs_Placebo_RA_user	IDH2	isocitrate dehydrogenase (NADP(+)) 2, mitochondrial	Tricarboxylic Acid Cycle	-0.237309	0.00179322
Met_vs_Placebo_RA_user	IDH3A	isocitrate dehydrogenase 3 (NAD(+)) alpha	Tricarboxylic Acid Cycle	-0.0215862	0.794987
Met_vs_Placebo_RA_user	IDH3B	isocitrate dehydrogenase 3 (NAD(+)) beta	Tricarboxylic Acid Cycle	-0.281986	0.00019723
Met_vs_Placebo_RA_user	IDH3G	isocitrate dehydrogenase 3 (NAD(+)) gamma	Tricarboxylic Acid Cycle	-0.339682	0.0000478665
Met_vs_Placebo_RA_user	MDH1	malate dehydrogenase 1	Tricarboxylic Acid Cycle	-0.167155	0.0225375
Met_vs_Placebo_RA_user	MDH2	malate dehydrogenase 2	Tricarboxylic Acid Cycle	-0.164379	0.0373818
Met_vs_Placebo_RA_user	NNT	nicotinamide nucleotide transhydrogenase	Tricarboxylic Acid Cycle	0.777086	0.0000028052
Met_vs_Placebo_RA_user	OGDH	oxoglutarate dehydrogenase	Tricarboxylic Acid Cycle	0.0842882	0.305618
Met_vs_Placebo_RA_user	OGDHL	oxoglutarate dehydrogenase like	Tricarboxylic Acid Cycle	0.576687	0.136875
Met_vs_Placebo_RA_user	PDHX	pyruvate dehydrogenase complex component X	Tricarboxylic Acid Cycle	0.0438202	0.552285
Met_vs_Placebo_RA_user	PPTC7	PTC7 protein phosphatase homolog	Tricarboxylic Acid Cycle	0.518004	0.000270426
Met_vs_Placebo_RA_user	SUCLA2	succinate-CoA ligase ADP-forming beta subunit	Tricarboxylic Acid Cycle	0.129611	0.0765609
Met_vs_Placebo_RA_user	SUCLG2	succinate-CoA ligase GDP-forming beta subunit	Tricarboxylic Acid Cycle	-0.0791342	0.333309
Met_vs_Placebo_RA_user	ATF5	activating transcription factor 5	UPRmt	-0.267009	0.118584
Met_vs_Placebo_RA_user	DDIT3	DNA damage inducible transcript 3	UPRmt	-0.342226	0.0492519
Met_vs_Placebo_RA_user	KDM6B	lysine demethylase 6B	UPRmt	0.592699	0.12866
Met_vs_Placebo_RA_user	PHF8	PHD finger protein 8	UPRmt	0.57315	0.00038752
