SAMPLE NAME	HGNC ID	GENE NAME	PROCESS	LOG2FOLD	P-VALUE
AF_vs_Sham_RA_RNA_adj_user	COX4I1	cytochrome c oxidase subunit 4I1	Oxidative Phosphorylation	0.469154	0.00192222
AF_vs_Sham_RA_RNA_adj_user	COX4I2	cytochrome c oxidase subunit 4I2	Oxidative Phosphorylation	-0.896442	0.031707
AF_vs_Sham_RA_RNA_adj_user	COX5A	cytochrome c oxidase subunit 5A	Oxidative Phosphorylation	0.199275	0.11765
AF_vs_Sham_RA_RNA_adj_user	COX5B	cytochrome c oxidase subunit 5B	Oxidative Phosphorylation	0.408968	0.00810757
AF_vs_Sham_RA_RNA_adj_user	COX6A1	cytochrome c oxidase subunit 6A1	Oxidative Phosphorylation	0.136066	0.496279
AF_vs_Sham_RA_RNA_adj_user	COX7A1	cytochrome c oxidase subunit 7A1	Oxidative Phosphorylation	0.363341	0.213746
AF_vs_Sham_RA_RNA_adj_user	COX7A2	cytochrome c oxidase subunit 7A2	Oxidative Phosphorylation	0.459505	0.0227179
AF_vs_Sham_RA_RNA_adj_user	COX7A2L	cytochrome c oxidase subunit 7A2 like	Oxidative Phosphorylation	0.3078	0.0296718
AF_vs_Sham_RA_RNA_adj_user	COX7B	cytochrome c oxidase subunit 7B	Oxidative Phosphorylation	0.413082	0.0213689
AF_vs_Sham_RA_RNA_adj_user	CYC1	cytochrome c1	Oxidative Phosphorylation	0.276815	0.0241678
AF_vs_Sham_RA_RNA_adj_user	CYCS	cytochrome c, somatic	Oxidative Phosphorylation	-0.0174474	0.901785
AF_vs_Sham_RA_RNA_adj_user	D2HGDH	D-2-hydroxyglutarate dehydrogenase	Oxidative Phosphorylation	0.0570514	0.831702
AF_vs_Sham_RA_RNA_adj_user	DMAC2	distal membrane arm assembly complex 2	Oxidative Phosphorylation	0.0744298	0.609055
AF_vs_Sham_RA_RNA_adj_user	DMAC2L	distal membrane arm assembly complex 2 like	Oxidative Phosphorylation	0.0955256	0.58833
AF_vs_Sham_RA_RNA_adj_user	DONSON	downstream neighbor of SON	Oxidative Phosphorylation	0.180338	0.607032
AF_vs_Sham_RA_RNA_adj_user	ECSIT	ECSIT signalling integrator	Oxidative Phosphorylation	0.250187	0.0612203
AF_vs_Sham_RA_RNA_adj_user	ETFA	electron transfer flavoprotein subunit alpha	Oxidative Phosphorylation	0.388092	0.0609529
AF_vs_Sham_RA_RNA_adj_user	ETFB	electron transfer flavoprotein subunit beta	Oxidative Phosphorylation	0.312071	0.0323892
AF_vs_Sham_RA_RNA_adj_user	ETFDH	electron transfer flavoprotein dehydrogenase	Oxidative Phosphorylation	-0.0212058	0.942606
AF_vs_Sham_RA_RNA_adj_user	ETFRF1	electron transfer flavoprotein regulatory factor 1	Oxidative Phosphorylation	0.331736	0.0540332
AF_vs_Sham_RA_RNA_adj_user	FOXRED1	FAD dependent oxidoreductase domain containing 1	Oxidative Phosphorylation	0.268336	0.0708556
AF_vs_Sham_RA_RNA_adj_user	GPD1	glycerol-3-phosphate dehydrogenase 1	Oxidative Phosphorylation	0.809778	0.00165679
AF_vs_Sham_RA_RNA_adj_user	GPD2	glycerol-3-phosphate dehydrogenase 2	Oxidative Phosphorylation	-0.326058	0.0439689
AF_vs_Sham_RA_RNA_adj_user	HCCS	holocytochrome c synthase	Oxidative Phosphorylation	0.07538	0.715404
AF_vs_Sham_RA_RNA_adj_user	LYRM7	LYR motif containing 7	Oxidative Phosphorylation	0.681401	0.0422749
AF_vs_Sham_RA_RNA_adj_user	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10	Oxidative Phosphorylation	0.409743	0.00160794
AF_vs_Sham_RA_RNA_adj_user	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12	Oxidative Phosphorylation	0.664785	0.00000628
AF_vs_Sham_RA_RNA_adj_user	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	Oxidative Phosphorylation	0.557066	0.000670694
AF_vs_Sham_RA_RNA_adj_user	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7	Oxidative Phosphorylation	0.46372	0.0256967
AF_vs_Sham_RA_RNA_adj_user	NDUFA9	NADH:ubiquinone oxidoreductase subunit A9	Oxidative Phosphorylation	0.21883	0.075414
AF_vs_Sham_RA_RNA_adj_user	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1	Oxidative Phosphorylation	0.507113	0.00406296
AF_vs_Sham_RA_RNA_adj_user	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1	Oxidative Phosphorylation	0.216547	0.104309
AF_vs_Sham_RA_RNA_adj_user	NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2	Oxidative Phosphorylation	0.352225	0.062005
AF_vs_Sham_RA_RNA_adj_user	NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3	Oxidative Phosphorylation	0.151695	0.231712
AF_vs_Sham_RA_RNA_adj_user	NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4	Oxidative Phosphorylation	0.220079	0.20091
AF_vs_Sham_RA_RNA_adj_user	NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5	Oxidative Phosphorylation	0.0770846	0.816403
AF_vs_Sham_RA_RNA_adj_user	NDUFAF6	NADH:ubiquinone oxidoreductase complex assembly factor 6	Oxidative Phosphorylation	0.132902	0.630082
AF_vs_Sham_RA_RNA_adj_user	NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7	Oxidative Phosphorylation	0.2043	0.495365
AF_vs_Sham_RA_RNA_adj_user	NDUFB10	NADH:ubiquinone oxidoreductase subunit B10	Oxidative Phosphorylation	0.425739	0.00482647
AF_vs_Sham_RA_RNA_adj_user	NDUFB11	NADH:ubiquinone oxidoreductase subunit B11	Oxidative Phosphorylation	0.426112	0.00161493
AF_vs_Sham_RA_RNA_adj_user	NDUFB3	NADH:ubiquinone oxidoreductase subunit B3	Oxidative Phosphorylation	0.393162	0.00740555
AF_vs_Sham_RA_RNA_adj_user	NDUFB4	NADH:ubiquinone oxidoreductase subunit B4	Oxidative Phosphorylation	0.380168	0.00440002
AF_vs_Sham_RA_RNA_adj_user	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	Oxidative Phosphorylation	0.346921	0.0373536
AF_vs_Sham_RA_RNA_adj_user	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	Oxidative Phosphorylation	0.492656	0.00429175
AF_vs_Sham_RA_RNA_adj_user	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9	Oxidative Phosphorylation	0.275621	0.100616
AF_vs_Sham_RA_RNA_adj_user	NDUFC1	NADH:ubiquinone oxidoreductase subunit C1	Oxidative Phosphorylation	0.361923	0.218352
AF_vs_Sham_RA_RNA_adj_user	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2	Oxidative Phosphorylation	0.366396	0.0177975
AF_vs_Sham_RA_RNA_adj_user	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	Oxidative Phosphorylation	0.145908	0.188991
AF_vs_Sham_RA_RNA_adj_user	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	Oxidative Phosphorylation	0.230148	0.0257495
AF_vs_Sham_RA_RNA_adj_user	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3	Oxidative Phosphorylation	0.297511	0.022076
AF_vs_Sham_RA_RNA_adj_user	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4	Oxidative Phosphorylation	0.263924	0.0929593
AF_vs_Sham_RA_RNA_adj_user	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5	Oxidative Phosphorylation	0.59175	0.00386184
AF_vs_Sham_RA_RNA_adj_user	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6	Oxidative Phosphorylation	0.340895	0.0203576
AF_vs_Sham_RA_RNA_adj_user	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7	Oxidative Phosphorylation	0.587063	0.00293971
AF_vs_Sham_RA_RNA_adj_user	NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8	Oxidative Phosphorylation	0.450084	0.00144971
AF_vs_Sham_RA_RNA_adj_user	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1	Oxidative Phosphorylation	0.137486	0.435154
AF_vs_Sham_RA_RNA_adj_user	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2	Oxidative Phosphorylation	0.277826	0.0270487
AF_vs_Sham_RA_RNA_adj_user	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3	Oxidative Phosphorylation	0.394244	0.00488796
AF_vs_Sham_RA_RNA_adj_user	NIPSNAP1	nipsnap homolog 1	Oxidative Phosphorylation	-0.125213	0.600545
AF_vs_Sham_RA_RNA_adj_user	NIPSNAP2	nipsnap homolog 2	Oxidative Phosphorylation	0.242183	0.0310314
AF_vs_Sham_RA_RNA_adj_user	NUBPL	nucleotide binding protein like	Oxidative Phosphorylation	-0.0729182	0.76422
AF_vs_Sham_RA_RNA_adj_user	OXA1L	OXA1L mitochondrial inner membrane protein	Oxidative Phosphorylation	0.00406348	0.985242
AF_vs_Sham_RA_RNA_adj_user	PET117	PET117 cytochrome c oxidase chaperone	Oxidative Phosphorylation	0.129995	0.588994
AF_vs_Sham_RA_RNA_adj_user	PTCD2	pentatricopeptide repeat domain 2	Oxidative Phosphorylation	-0.0396973	0.870346
AF_vs_Sham_RA_RNA_adj_user	RTN4IP1	reticulon 4 interacting protein 1	Oxidative Phosphorylation	0.169117	0.38902
AF_vs_Sham_RA_RNA_adj_user	SCO1	SCO cytochrome c oxidase assembly protein 1	Oxidative Phosphorylation	0.257842	0.15548
AF_vs_Sham_RA_RNA_adj_user	SCO2	SCO cytochrome c oxidase assembly protein 2	Oxidative Phosphorylation	0.530857	0.0300296
AF_vs_Sham_RA_RNA_adj_user	SDHA	succinate dehydrogenase complex flavoprotein subunit A	Oxidative Phosphorylation	0.0770856	0.49824
AF_vs_Sham_RA_RNA_adj_user	SDHAF2	succinate dehydrogenase complex assembly factor 2	Oxidative Phosphorylation	-0.144957	0.492549
AF_vs_Sham_RA_RNA_adj_user	SDHB	succinate dehydrogenase complex iron sulfur subunit B	Oxidative Phosphorylation	0.186334	0.173322
AF_vs_Sham_RA_RNA_adj_user	SDHC	succinate dehydrogenase complex subunit C	Oxidative Phosphorylation	0.131899	0.28807
AF_vs_Sham_RA_RNA_adj_user	SDHD	succinate dehydrogenase complex subunit D	Oxidative Phosphorylation	0.247616	0.0237499
AF_vs_Sham_RA_RNA_adj_user	SURF1	SURF1 cytochrome c oxidase assembly factor	Oxidative Phosphorylation	0.307292	0.171704
AF_vs_Sham_RA_RNA_adj_user	TBRG4	transforming growth factor beta regulator 4	Oxidative Phosphorylation	0.160261	0.278715
AF_vs_Sham_RA_RNA_adj_user	TMEM126B	transmembrane protein 126B	Oxidative Phosphorylation	0.118226	0.539562
AF_vs_Sham_RA_RNA_adj_user	TMEM186	transmembrane protein 186	Oxidative Phosphorylation	-0.0466733	0.782778
AF_vs_Sham_RA_RNA_adj_user	TMEM70	transmembrane protein 70	Oxidative Phosphorylation	0.40083	0.00293971
AF_vs_Sham_RA_RNA_adj_user	TTC19	tetratricopeptide repeat domain 19	Oxidative Phosphorylation	0.312619	0.0173873
AF_vs_Sham_RA_RNA_adj_user	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1	Oxidative Phosphorylation	0.173995	0.150922
AF_vs_Sham_RA_RNA_adj_user	UQCC3	ubiquinol-cytochrome c reductase complex assembly factor 3	Oxidative Phosphorylation	0.342225	0.0689079
AF_vs_Sham_RA_RNA_adj_user	UQCRB	ubiquinol-cytochrome c reductase binding protein	Oxidative Phosphorylation	0.296042	0.0287655
AF_vs_Sham_RA_RNA_adj_user	UQCRC2	ubiquinol-cytochrome c reductase core protein 2	Oxidative Phosphorylation	0.0997784	0.334257
AF_vs_Sham_RA_RNA_adj_user	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	Oxidative Phosphorylation	0.410616	0.000153829
AF_vs_Sham_RA_RNA_adj_user	MT-ATP6	mitochondrially encoded ATP synthase 6	Oxidative Phosphorylation (mt)	0.288734	0.269714
AF_vs_Sham_RA_RNA_adj_user	MT-ATP8	mitochondrially encoded ATP synthase 8	Oxidative Phosphorylation (mt)	0.116451	0.434433
AF_vs_Sham_RA_RNA_adj_user	MT-CO1	mitochondrially encoded cytochrome c oxidase I	Oxidative Phosphorylation (mt)	0.059913	0.682546
AF_vs_Sham_RA_RNA_adj_user	MT-CO2	mitochondrially encoded cytochrome c oxidase II	Oxidative Phosphorylation (mt)	0.303729	0.09519
AF_vs_Sham_RA_RNA_adj_user	MT-CO3	mitochondrially encoded cytochrome c oxidase III	Oxidative Phosphorylation (mt)	-1.22283	0.327067
AF_vs_Sham_RA_RNA_adj_user	MT-CYB	mitochondrially encoded cytochrome b	Oxidative Phosphorylation (mt)	-0.0333123	0.891943
AF_vs_Sham_RA_RNA_adj_user	MT-ND1	mitochondrially encoded NADH dehydrogenase 1	Oxidative Phosphorylation (mt)	0.219058	0.269714
AF_vs_Sham_RA_RNA_adj_user	MT-ND2	mitochondrially encoded NADH dehydrogenase 2	Oxidative Phosphorylation (mt)	0.245652	0.157414
AF_vs_Sham_RA_RNA_adj_user	MT-ND3	mitochondrially encoded NADH dehydrogenase 3	Oxidative Phosphorylation (mt)	0.33098	0.127593
AF_vs_Sham_RA_RNA_adj_user	MT-ND4	mitochondrially encoded NADH dehydrogenase 4	Oxidative Phosphorylation (mt)	0.0469383	0.962007
AF_vs_Sham_RA_RNA_adj_user	MT-ND5	mitochondrially encoded NADH dehydrogenase 5	Oxidative Phosphorylation (mt)	-0.0857082	0.9029
AF_vs_Sham_RA_RNA_adj_user	MT-ND6	mitochondrially encoded NADH dehydrogenase 6	Oxidative Phosphorylation (mt)	-0.0417486	0.968308
AF_vs_Sham_RA_RNA_adj_user	G6PD	glucose-6-phosphate dehydrogenase	Pentose Phosphate Pathway	-0.130919	0.696308
AF_vs_Sham_RA_RNA_adj_user	PGD	phosphogluconate dehydrogenase	Pentose Phosphate Pathway	-0.157921	0.247911
AF_vs_Sham_RA_RNA_adj_user	PGLS	6-phosphogluconolactonase	Pentose Phosphate Pathway	0.119256	0.512428
AF_vs_Sham_RA_RNA_adj_user	RPIA	ribose 5-phosphate isomerase A	Pentose Phosphate Pathway	-0.02803	0.931604
AF_vs_Sham_RA_RNA_adj_user	TALDO1	transaldolase 1	Pentose Phosphate Pathway	0.0873846	0.606583
AF_vs_Sham_RA_RNA_adj_user	TKT	transketolase	Pentose Phosphate Pathway	0.0910892	0.766348
AF_vs_Sham_RA_RNA_adj_user	AFG1L	AFG1 like ATPase	Protein Stability & Degradation	-0.151455	0.665254
AF_vs_Sham_RA_RNA_adj_user	ATAD1	ATPase family AAA domain containing 1	Protein Stability & Degradation	0.189754	0.171335
AF_vs_Sham_RA_RNA_adj_user	ATP23	ATP23 metallopeptidase and ATP synthase assembly factor homolog	Protein Stability & Degradation	0.562033	0.103789
AF_vs_Sham_RA_RNA_adj_user	CLPB	ClpB homolog, mitochondrial AAA ATPase chaperonin	Protein Stability & Degradation	-0.20014	0.188172
AF_vs_Sham_RA_RNA_adj_user	CLPP	caseinolytic mitochondrial matrix peptidase proteolytic subunit	Protein Stability & Degradation	0.387146	0.0217169
AF_vs_Sham_RA_RNA_adj_user	CLPX	caseinolytic mitochondrial matrix peptidase chaperone subunit	Protein Stability & Degradation	-0.0967603	0.571481
AF_vs_Sham_RA_RNA_adj_user	DNAJA3	DnaJ heat shock protein family (Hsp40) member A3	Protein Stability & Degradation	0.062575	0.609731
AF_vs_Sham_RA_RNA_adj_user	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11	Protein Stability & Degradation	0.12998	0.323581
AF_vs_Sham_RA_RNA_adj_user	DNAJC30	DnaJ heat shock protein family (Hsp40) member C30	Protein Stability & Degradation	0.392976	0.0362049
AF_vs_Sham_RA_RNA_adj_user	DNAJC4	DnaJ heat shock protein family (Hsp40) member C4	Protein Stability & Degradation	0.634316	0.000948306
AF_vs_Sham_RA_RNA_adj_user	FBXL4	F-box and leucine rich repeat protein 4	Protein Stability & Degradation	0.1021	0.569554
AF_vs_Sham_RA_RNA_adj_user	FKBP8	FKBP prolyl isomerase 8	Protein Stability & Degradation	-0.0871621	0.607686
AF_vs_Sham_RA_RNA_adj_user	HSPA1A	heat shock protein family A (Hsp70) member 1A	Protein Stability & Degradation	0.0031244	0.988353
AF_vs_Sham_RA_RNA_adj_user	HSPD1	heat shock protein family D (Hsp60) member 1	Protein Stability & Degradation	0.173344	0.168114
AF_vs_Sham_RA_RNA_adj_user	LONP1	lon peptidase 1, mitochondrial	Protein Stability & Degradation	0.146064	0.462338
AF_vs_Sham_RA_RNA_adj_user	MUL1	mitochondrial E3 ubiquitin protein ligase 1	Protein Stability & Degradation	0.242412	0.0401705
AF_vs_Sham_RA_RNA_adj_user	NLN	neurolysin	Protein Stability & Degradation	-0.0354737	0.856839
AF_vs_Sham_RA_RNA_adj_user	NRDC	nardilysin convertase	Protein Stability & Degradation	-0.021515	0.880558
AF_vs_Sham_RA_RNA_adj_user	PET100	PET100 cytochrome c oxidase chaperone	Protein Stability & Degradation	0.534774	0.0363673
AF_vs_Sham_RA_RNA_adj_user	PITRM1	pitrilysin metallopeptidase 1	Protein Stability & Degradation	0.282887	0.40756
AF_vs_Sham_RA_RNA_adj_user	RNF185	ring finger protein 185	Protein Stability & Degradation	-0.0632005	0.726295
AF_vs_Sham_RA_RNA_adj_user	RNF5	ring finger protein 5	Protein Stability & Degradation	-0.0719794	0.676273
AF_vs_Sham_RA_RNA_adj_user	TMEM177	transmembrane protein 177	Protein Stability & Degradation	0.37479	0.146382
AF_vs_Sham_RA_RNA_adj_user	UBA1	ubiquitin like modifier activating enzyme 1	Protein Stability & Degradation	-0.186467	0.100504
AF_vs_Sham_RA_RNA_adj_user	XPNPEP3	X-prolyl aminopeptidase 3	Protein Stability & Degradation	-0.277444	0.269991
AF_vs_Sham_RA_RNA_adj_user	ACSS1	acyl-CoA synthetase short chain family member 1	Pyruvate Metabolism	0.997449	0.000150427
AF_vs_Sham_RA_RNA_adj_user	ACSS2	acyl-CoA synthetase short chain family member 2	Pyruvate Metabolism	-0.334863	0.0354174
AF_vs_Sham_RA_RNA_adj_user	ADHFE1	alcohol dehydrogenase iron containing 1	Pyruvate Metabolism	-0.0432974	0.850869
AF_vs_Sham_RA_RNA_adj_user	ALDH7A1	aldehyde dehydrogenase 7 family member A1	Pyruvate Metabolism	0.0419309	0.826246
AF_vs_Sham_RA_RNA_adj_user	DLAT	dihydrolipoamide S-acetyltransferase	Pyruvate Metabolism	0.328554	0.0178044
AF_vs_Sham_RA_RNA_adj_user	HAGH	hydroxyacylglutathione hydrolase	Pyruvate Metabolism	0.24732	0.139958
AF_vs_Sham_RA_RNA_adj_user	HOGA1	4-hydroxy-2-oxoglutarate aldolase 1	Pyruvate Metabolism	0.204103	0.236038
AF_vs_Sham_RA_RNA_adj_user	L2HGDH	L-2-hydroxyglutarate dehydrogenase	Pyruvate Metabolism	-0.11358	0.524753
AF_vs_Sham_RA_RNA_adj_user	LDHD	lactate dehydrogenase D	Pyruvate Metabolism	-0.152329	0.513631
AF_vs_Sham_RA_RNA_adj_user	ME1	malic enzyme 1	Pyruvate Metabolism	0.47418	0.107177
AF_vs_Sham_RA_RNA_adj_user	ME2	malic enzyme 2	Pyruvate Metabolism	-0.112461	0.537564
AF_vs_Sham_RA_RNA_adj_user	ME3	malic enzyme 3	Pyruvate Metabolism	0.548089	0.00127411
AF_vs_Sham_RA_RNA_adj_user	MPC1	mitochondrial pyruvate carrier 1	Pyruvate Metabolism	0.663835	0.000285116
AF_vs_Sham_RA_RNA_adj_user	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial	Pyruvate Metabolism	-0.197744	0.68861
AF_vs_Sham_RA_RNA_adj_user	PDHA1	pyruvate dehydrogenase E1 alpha 1 subunit	Pyruvate Metabolism	0.155712	0.241082
AF_vs_Sham_RA_RNA_adj_user	PDHB	pyruvate dehydrogenase E1 beta subunit	Pyruvate Metabolism	0.183704	0.0500619
AF_vs_Sham_RA_RNA_adj_user	PDK1	pyruvate dehydrogenase kinase 1	Pyruvate Metabolism	0.0582436	0.796518
AF_vs_Sham_RA_RNA_adj_user	PDK2	pyruvate dehydrogenase kinase 2	Pyruvate Metabolism	0.224475	0.106981
AF_vs_Sham_RA_RNA_adj_user	PDK3	pyruvate dehydrogenase kinase 3	Pyruvate Metabolism	-0.202463	0.476684
AF_vs_Sham_RA_RNA_adj_user	PDK4	pyruvate dehydrogenase kinase 4	Pyruvate Metabolism	-0.0507551	0.924101
AF_vs_Sham_RA_RNA_adj_user	PDP1	pyruvate dehyrogenase phosphatase catalytic subunit 1	Pyruvate Metabolism	-0.29375	0.262492
AF_vs_Sham_RA_RNA_adj_user	PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2	Pyruvate Metabolism	-0.289256	0.210692
AF_vs_Sham_RA_RNA_adj_user	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit	Pyruvate Metabolism	-0.385849	0.0616822
AF_vs_Sham_RA_RNA_adj_user	CAT	catalase	ROS Defense	0.258698	0.287699
AF_vs_Sham_RA_RNA_adj_user	GCLC	glutamate-cysteine ligase catalytic subunit	ROS Defense	-0.356677	0.272285
AF_vs_Sham_RA_RNA_adj_user	GCLM	glutamate-cysteine ligase modifier subunit	ROS Defense	0.198675	0.293399
AF_vs_Sham_RA_RNA_adj_user	GLRX2	glutaredoxin 2	ROS Defense	0.484273	0.0689967
AF_vs_Sham_RA_RNA_adj_user	GPX4	glutathione peroxidase 4	ROS Defense	0.155038	0.467585
AF_vs_Sham_RA_RNA_adj_user	GSR	glutathione-disulfide reductase	ROS Defense	0.0256108	0.930434
AF_vs_Sham_RA_RNA_adj_user	GSS	glutathione synthetase	ROS Defense	-0.354515	0.293761
AF_vs_Sham_RA_RNA_adj_user	GSTA4	glutathione S-transferase alpha 4	ROS Defense	-0.224756	0.109621
AF_vs_Sham_RA_RNA_adj_user	MPV17	mitochondrial inner membrane protein MPV17	ROS Defense	0.613871	0.00459824
AF_vs_Sham_RA_RNA_adj_user	MPV17L	MPV17 mitochondrial inner membrane protein like	ROS Defense	0.0958349	0.890032
AF_vs_Sham_RA_RNA_adj_user	MSRA	methionine sulfoxide reductase A	ROS Defense	0.0689803	0.806463
AF_vs_Sham_RA_RNA_adj_user	MSRB3	methionine sulfoxide reductase B3	ROS Defense	0.0287472	0.855803
AF_vs_Sham_RA_RNA_adj_user	NUDT2	nudix hydrolase 2	ROS Defense	0.119048	0.570389
AF_vs_Sham_RA_RNA_adj_user	OGG1	8-oxoguanine DNA glycosylase	ROS Defense	0.277535	0.404661
AF_vs_Sham_RA_RNA_adj_user	OXR1	oxidation resistance 1	ROS Defense	-0.149914	0.242956
AF_vs_Sham_RA_RNA_adj_user	PARK7	Parkinsonism associated deglycase	ROS Defense	0.302169	0.075478
AF_vs_Sham_RA_RNA_adj_user	PRDX1	peroxiredoxin 1	ROS Defense	0.0602812	0.76808
AF_vs_Sham_RA_RNA_adj_user	PRDX3	peroxiredoxin 3	ROS Defense	0.141271	0.308891
AF_vs_Sham_RA_RNA_adj_user	PRDX5	peroxiredoxin 5	ROS Defense	0.372885	0.0335348
AF_vs_Sham_RA_RNA_adj_user	SOD1	superoxide dismutase 1	ROS Defense	0.278781	0.114663
AF_vs_Sham_RA_RNA_adj_user	SOD2	superoxide dismutase 2	ROS Defense	0.110877	0.364592
AF_vs_Sham_RA_RNA_adj_user	TXN	thioredoxin	ROS Defense	0.157209	0.548834
AF_vs_Sham_RA_RNA_adj_user	TXN2	thioredoxin 2	ROS Defense	0.344464	0.0159933
AF_vs_Sham_RA_RNA_adj_user	TXNRD1	thioredoxin reductase 1	ROS Defense	-0.328083	0.040338
AF_vs_Sham_RA_RNA_adj_user	TXNRD2	thioredoxin reductase 2	ROS Defense	-0.258638	0.384673
AF_vs_Sham_RA_RNA_adj_user	ALKBH1	alkB homolog 1, histone H2A dioxygenase	Replication & Transcription	0.0833519	0.796417
AF_vs_Sham_RA_RNA_adj_user	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1	Replication & Transcription	0.158531	0.231449
AF_vs_Sham_RA_RNA_adj_user	APEX2	apurinic/apyrimidinic endodeoxyribonuclease 2	Replication & Transcription	-0.284972	0.113688
AF_vs_Sham_RA_RNA_adj_user	CMPK2	cytidine/uridine monophosphate kinase 2	Replication & Transcription	0.2337	0.713727
AF_vs_Sham_RA_RNA_adj_user	DGUOK	deoxyguanosine kinase	Replication & Transcription	-0.174538	0.635471
AF_vs_Sham_RA_RNA_adj_user	DHX29	DExH-box helicase 29	Replication & Transcription	-0.0883091	0.651764
AF_vs_Sham_RA_RNA_adj_user	DHX30	DExH-box helicase 30	Replication & Transcription	0.0642309	0.680822
AF_vs_Sham_RA_RNA_adj_user	ENDOG	endonuclease G	Replication & Transcription	0.953586	0.0000177552
AF_vs_Sham_RA_RNA_adj_user	EXOG	exo/endonuclease G	Replication & Transcription	-0.480458	0.0263592
AF_vs_Sham_RA_RNA_adj_user	FEN1	flap structure-specific endonuclease 1	Replication & Transcription	0.278257	0.301767
AF_vs_Sham_RA_RNA_adj_user	LIG1	DNA ligase 1	Replication & Transcription	-0.469007	0.145402
AF_vs_Sham_RA_RNA_adj_user	LIG3	DNA ligase 3	Replication & Transcription	-0.0803351	0.683012
AF_vs_Sham_RA_RNA_adj_user	MGME1	mitochondrial genome maintenance exonuclease 1	Replication & Transcription	0.178091	0.727962
AF_vs_Sham_RA_RNA_adj_user	MSH5	mutS homolog 5	Replication & Transcription	-0.423584	0.19372
AF_vs_Sham_RA_RNA_adj_user	MTERF1	mitochondrial transcription termination factor 1	Replication & Transcription	-0.333306	0.328256
AF_vs_Sham_RA_RNA_adj_user	MTERF2	mitochondrial transcription termination factor 2	Replication & Transcription	0.127073	0.568816
AF_vs_Sham_RA_RNA_adj_user	MUTYH	mutY DNA glycosylase	Replication & Transcription	-0.208579	0.579237
AF_vs_Sham_RA_RNA_adj_user	NFE2L2	nuclear factor, erythroid 2 like 2	Replication & Transcription	-0.380233	0.0814266
AF_vs_Sham_RA_RNA_adj_user	NIF3L1	NGG1 interacting factor 3 like 1	Replication & Transcription	0.0211578	0.933503
AF_vs_Sham_RA_RNA_adj_user	NSUN2	NOP2/Sun RNA methyltransferase 2	Replication & Transcription	-0.0465331	0.835626
AF_vs_Sham_RA_RNA_adj_user	NT5M	5',3'-nucleotidase, mitochondrial	Replication & Transcription	-0.00762932	0.970766
AF_vs_Sham_RA_RNA_adj_user	NTHL1	nth like DNA glycosylase 1	Replication & Transcription	-0.105287	0.765381
AF_vs_Sham_RA_RNA_adj_user	POLDIP2	DNA polymerase delta interacting protein 2	Replication & Transcription	0.193376	0.0713521
AF_vs_Sham_RA_RNA_adj_user	POLG	DNA polymerase gamma, catalytic subunit	Replication & Transcription	0.107629	0.531831
AF_vs_Sham_RA_RNA_adj_user	POLRMT	RNA polymerase mitochondrial	Replication & Transcription	0.133686	0.472449
AF_vs_Sham_RA_RNA_adj_user	RAD51	RAD51 recombinase	Replication & Transcription	0.0529095	0.900371
AF_vs_Sham_RA_RNA_adj_user	RNASEH1	ribonuclease H1	Replication & Transcription	0.352999	0.101149
AF_vs_Sham_RA_RNA_adj_user	RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B	Replication & Transcription	-0.252768	0.22746
AF_vs_Sham_RA_RNA_adj_user	SSBP1	single stranded DNA binding protein 1	Replication & Transcription	0.0312359	0.933891
