;Loading1;Loading2;Loading3;Loading4;Loading5;ids;type;label
RRAD.prot;-0.273101418718908;-0.706360374370936;0.270381585365375;0.320816308409273;0.216002265558975;RRAD;prot;RRAD
RRAGC.prot;0.435197818260107;0.310054836129626;0.118959840619582;0.174874954736384;0.0185028607127357;RRAGC;prot;RRAGC
RRAS.prot;0.428236641409968;0.417129243400906;-0.00814317575403678;-0.431198149486406;-0.0746834430344951;RRAS;prot;RRAS
RRAS2.prot;-0.162594768133695;-0.205390402033745;-0.238256914231817;0.392209731905622;-0.34108397405642;RRAS2;prot;RRAS2
RRBP1.prot;0.192992026752342;0.0501551964984664;-0.416796399033313;-0.0405046323047657;0.168882113766063;RRBP1;prot;RRBP1
RSU1.prot;0.237641723278319;0.513995028632142;-0.211050516608117;-0.0453184704646586;-0.446490479838321;RSU1;prot;RSU1
RTCA.prot;-0.332516602724295;0.297628396177198;0.0245749276610951;-0.365205462374653;0.0822393709801843;RTCA;prot;RTCA
RTCB.prot;-0.0487655962948993;-0.148578961742121;0.231176411946714;-0.742079327449679;0.236703822558925;RTCB;prot;RTCB
RTN3.prot;0.524187005092101;0.254738429083933;-0.104809897510372;-0.222860344067898;-0.263259249214112;RTN3;prot;RTN3
RTN4.prot;0.0341550193752429;-0.00591523608398368;-0.278379277667123;0.107911718385838;-0.394959915556183;RTN4;prot;RTN4
RTN4IP1.prot;-0.14268719662856;0.30888753925983;0.444205012128242;0.250116309863299;-0.201232330386515;RTN4IP1;prot;RTN4IP1
RTRAF.prot;0.555168600067958;0.243020805404338;-0.330275427824672;-0.0112167711938165;-0.131372197102893;RTRAF;prot;RTRAF
RUNDC1.prot;0.618901996801527;0.361204643173283;-0.180129742014062;0.037525439040964;-0.27914255421969;RUNDC1;prot;RUNDC1
RUVBL1.prot;-0.273701469122307;-0.519680648016012;0.0415955302221304;0.140886669091488;0.407020859412198;RUVBL1;prot;RUVBL1
RUVBL2.prot;-0.444813031450596;-0.156774826477609;-0.152206806671704;-0.0716036685839055;0.0914175072125215;RUVBL2;prot;RUVBL2
RWDD1.prot;0.182409706481093;0.462820226843087;0.0930675931967869;0.329363503763279;-0.236896727850527;RWDD1;prot;RWDD1
RYR2.prot;0.326917602743694;0.710331540537391;0.0836019251349786;-0.0290570549645907;-0.142554406286757;RYR2;prot;RYR2
S100A1.prot;-0.0236315068452329;0.32330452263112;-0.314813004812021;0.138419514186248;-0.210159770590197;S100A1;prot;S100A1
S100A10.prot;-0.0674741353080695;-0.384561242412148;-0.224505030057784;-0.504380020855036;-0.128576570166136;S100A10;prot;S100A10
S100A11.prot;0.125759503064016;-0.514035852342003;-0.195711448868158;-0.00521475711138196;0.332804156059062;S100A11;prot;S100A11
S100A12.prot;-0.392258071485543;-0.217090569694935;-0.42523741266272;0.302763707816131;-0.00503029551089699;S100A12;prot;S100A12
S100A13.prot;0.278290967972938;0.588071001279593;0.0767719679069339;-0.292545445170838;0.232314990179527;S100A13;prot;S100A13
S100A16.prot;0.124125494629752;0.0708036562908861;0.00734822003641542;-0.205976117198949;-0.504775030936751;S100A16;prot;S100A16
S100A4.prot;-0.0774939728927145;-0.674952690735799;-0.0490617264037677;0.00512146435697768;0.356273047491676;S100A4;prot;S100A4
S100A8.prot;0.177285012157262;-0.50157903394247;-0.352673044149989;-0.241348063586732;-0.194619562464691;S100A8;prot;S100A8
S100B.prot;0.398320491587912;0.171893306627048;0.113787663043756;-0.16002551577135;-0.362371415897863;S100B;prot;S100B
SAFB.prot;0.135536675201792;0.508207373784125;-0.0773770036711381;-0.160518578255223;0.0788931754232193;SAFB;prot;SAFB
SAMM50.prot;0.287054118605389;0.388517889861469;0.0737346951424578;-0.256330755732984;-0.260411532118937;SAMM50;prot;SAMM50
SAR1B.prot;0.38542949727583;-0.239887669452065;0.0265985346977216;0.115208380931907;-0.138036756564867;SAR1B;prot;SAR1B
SARNP.prot;-0.401689285206702;-0.515620594557529;-0.114197067545077;-0.276352231144505;0.505621811586157;SARNP;prot;SARNP
SARS1.prot;-0.251422766331353;-0.0609938049015745;-0.627328473999681;0.43023853935076;-0.276354322043572;SARS1;prot;SARS1
SARS2.prot;-0.0479258452609075;0.518979597664798;0.405766042347156;0.128645365090343;-0.192314040019675;SARS2;prot;SARS2
SART3.prot;0.444860850619657;0.382513773744137;0.138373216601632;-0.154038502989441;-0.420451007551163;SART3;prot;SART3
SBK3.prot;0.0583533637368522;0.408264622470473;0.251533324591729;0.349842125772136;0.130014096812146;SBK3;prot;SBK3
SCAMP2.prot;-0.0319370731465016;-0.0122379797278046;-0.126337752655578;0.248716230369012;-0.321374064930491;SCAMP2;prot;SCAMP2
SCARB2.prot;0.0311241565158396;0.12722630948921;-0.171575805573549;-0.0906853161021868;0.363536141975993;SCARB2;prot;SCARB2
SCCPDH.prot;0.327589952258398;0.556894657706726;-0.156687087654655;0.0443988987369475;-0.282018288782974;SCCPDH;prot;SCCPDH
SCFD2.prot;0.393520527115455;0.478747882274929;-0.0267262695455832;-0.270188759920054;-0.2547150980975;SCFD2;prot;SCFD2
SCLY.prot;0.319198145977698;0.636448983445917;0.328091636625472;-0.12533423637337;0.10609367520768;SCLY;prot;SCLY
SCO1.prot;-0.0515677020215509;0.555244129530325;0.212322726886795;-0.456842323614673;-0.175438716851659;SCO1;prot;SCO1
SCP2.prot;-0.403414501560221;-0.495699255246855;-0.0693999029440121;0.0122428998264258;0.542293714855178;SCP2;prot;SCP2
SCPEP1.prot;0.180101193411618;-0.317378098121496;0.023707983656312;-0.131722440683186;0.251921651828062;SCPEP1;prot;SCPEP1
SCRN1.prot;-0.442000727960082;0.00393013915448749;-0.0192976729093367;-0.242352297415002;-0.344402256376389;SCRN1;prot;SCRN1
SCRN2.prot;-0.212846958274146;-0.227404955405893;0.213135827381747;0.612172234002171;-0.0355588794800769;SCRN2;prot;SCRN2
SCRN3.prot;-0.21337631358579;-0.186476179449865;-0.308540783179518;0.303082173845035;0.044273120641021;SCRN3;prot;SCRN3
SDCBP.prot;0.0762818975941061;-0.230394385075777;-0.588672965805922;-0.0200350590815017;-0.0439494663632171;SDCBP;prot;SDCBP
SDHA.prot;-0.135054713699329;-0.07639277535579;0.164757299323456;0.0653735989493595;0.123814780689675;SDHA;prot;SDHA
SDHB.prot;0.220899049501113;0.273157612794477;0.0702095328855302;-0.501344316006996;-0.300158830758691;SDHB;prot;SDHB
SDR39U1.prot;0.256730309742474;-0.429054691430854;0.216649952456772;-0.257891373254357;0.0315837224734989;SDR39U1;prot;SDR39U1
SDSL.prot;-0.195467857424611;-0.233128675522865;-0.225750513107306;-0.196075566199804;-0.137630364682776;SDSL;prot;SDSL
SEC13.prot;-0.0306751574162846;-0.540599976189459;-0.304675530512432;-0.202869116726612;-0.0622371233017445;SEC13;prot;SEC13
SEC23A.prot;0.473879630293983;0.437338207701504;0.167226667279889;-0.0880740087442481;-0.292923338803802;SEC23A;prot;SEC23A
SEC31A.prot;-0.0427535970460309;-0.517378714918659;-0.102934489513328;0.482777643361268;0.0481664486023897;SEC31A;prot;SEC31A
SELENBP1.prot;-0.0912725540346883;0.625632127819495;-0.0820800234257791;-0.0846714660248606;-0.160525995506913;SELENBP1;prot;SELENBP1
SELENOO.prot;-0.120946942633887;-0.240959952903145;0.404361061175201;-0.379366220096935;-0.0854382429937179;SELENOO;prot;SELENOO
SEPHS1.prot;0.0471023144089172;-0.526908226256653;0.344968738654752;-0.171764146047513;0.176381043159042;SEPHS1;prot;SEPHS1
SEPTIN10.prot;0.0673035697066976;0.0507211988378062;0.0996375177931;-0.56315484217815;0.0145632262798076;SEPTIN10;prot;SEPTIN10
SEPTIN11.prot;0.142411149981244;0.456968607429577;-0.518114127005076;0.311767685330217;0.00272690435882585;SEPTIN11;prot;SEPTIN11
SEPTIN2.prot;0.30034822352377;0.713575865819075;-0.234379746108643;0.302856700823936;-0.185080604426479;SEPTIN2;prot;SEPTIN2
SEPTIN7.prot;0.515889022040012;0.586254878811971;-0.0146038796442015;0.222662031470242;-0.0708064333956701;SEPTIN7;prot;SEPTIN7
SEPTIN8.prot;0.269673743326263;0.595630385662558;0.201137153936805;0.0638681931405686;-0.00522123784151023;SEPTIN8;prot;SEPTIN8
SEPTIN9.prot;-0.120871832570924;-0.043576728397546;-0.542477942123286;0.573032797459443;-0.198317275009852;SEPTIN9;prot;SEPTIN9
SERBP1.prot;0.188205027670572;0.397518149771136;-0.411407999897872;0.322761870550063;-0.0783835486457138;SERBP1;prot;SERBP1
SERPINA3.prot;-0.0506733213910027;0.066601520909061;-0.163354892932841;-0.523084573998022;-0.352918278292021;SERPINA3;prot;SERPINA3
SERPINA6.prot;-0.176699143401548;-0.0389175126325876;0.0759370235661938;0.216193069373761;0.632143837108855;SERPINA6;prot;SERPINA6
SERPINA7.prot;0.12975889210151;0.351618746157769;0.210930067826187;-0.161165595440694;0.11083085636041;SERPINA7;prot;SERPINA7
SERPINB1.prot;-0.232610049837697;0.488163384652893;0.436223617585487;0.448278470300533;-0.198261128875841;SERPINB1;prot;SERPINB1
SERPINB6.prot;-0.175000889067322;-0.28115870990737;0.444957760509806;0.268371294842992;0.133650206158457;SERPINB6;prot;SERPINB6
SERPINB9.prot;0.331492295505039;0.656847238330819;0.166875266964819;0.0770932111673287;-0.23447358703371;SERPINB9;prot;SERPINB9
SERPINC1.prot;0.174853792076495;-0.0583897999766668;-0.14858590236649;-0.201141141651845;0.51945503116745;SERPINC1;prot;SERPINC1
SERPIND1.prot;0.223516612183778;-0.140434828884253;-0.412163487584236;0.186567896255523;-0.238121075597721;SERPIND1;prot;SERPIND1
SERPINF1.prot;-0.0781145717095725;0.143333669179153;-0.344902355161798;0.0213646287364487;0.523422958312182;SERPINF1;prot;SERPINF1
SERPINF2.prot;-0.0270786690925122;0.186705646488362;-0.0333995327389659;-0.382484824769312;0.33911048227206;SERPINF2;prot;SERPINF2
SERPING1.prot;0.165923649744519;0.132592086893273;-0.503654238898906;-0.066175592391445;-0.0541418813590158;SERPING1;prot;SERPING1
SERPINH1.prot;-0.134455523886357;-0.63056598288855;-0.0382822153118921;-0.0787122557988213;0.366018509277241;SERPINH1;prot;SERPINH1
SET.prot;-0.159308942386465;-0.535937561298914;0.128899240791976;-0.679904335146646;0.224330556822352;SET;prot;SET
SETD7.prot;-0.246216327941954;-0.326145076561597;0.0242714623787557;-0.058762251311767;0.339845463136955;SETD7;prot;SETD7
SF3A3.prot;0.0548065795148971;0.131009229218778;-0.120760018742708;0.131193506024088;0.332133895682215;SF3A3;prot;SF3A3
SF3B2.prot;0.570327368002769;0.3512757567792;0.0838468261739504;0.0192335073565574;0.229046962563179;SF3B2;prot;SF3B2
SFPQ.prot;0.171362460255503;0.149814669411066;0.085517050269772;0.0578673455584279;0.539561931860489;SFPQ;prot;SFPQ
SGCA.prot;0.0853987862424212;0.39265497415128;-0.142029480284121;-0.191483838453917;0.195144535643404;SGCA;prot;SGCA
SGCB.prot;0.0050139184499785;0.260832076039031;0.326495458603566;-0.355706419791935;-0.0660752142393846;SGCB;prot;SGCB
SGCD.prot;-0.186202867333953;-0.133871309615756;-0.222955097100247;-0.693431481309478;0.0806976673940259;SGCD;prot;SGCD
SGSH.prot;-0.0560896433223695;-0.105691294708279;-0.0954875464276129;0.157656813960191;0.434473541564947;SGSH;prot;SGSH
SGTA.prot;-0.319836457795409;-0.0426531180423219;-0.325571285109448;0.6355043866281;0.0016867912060728;SGTA;prot;SGTA
SGTB.prot;0.225815897439601;-0.311922445611809;0.00148389827914515;0.0784736487261674;-0.221345034597964;SGTB;prot;SGTB
SH3BGR.prot;-0.157466571022457;-0.123892681387425;0.347182303440946;0.0159350847987062;0.541926856196687;SH3BGR;prot;SH3BGR
SH3BGRL.prot;0.371286885077361;0.311695520148838;-0.478181647677488;-0.028640813079452;-0.161282229986765;SH3BGRL;prot;SH3BGRL
SH3BGRL3.prot;0.0167126434191192;0.219664126723257;0.497175906636751;0.137737631558049;0.448466637794387;SH3BGRL3;prot;SH3BGRL3
SH3GLB1.prot;0.228588538838862;0.632339626597926;-0.0593082087383437;0.220211279563196;-0.294163249057676;SH3GLB1;prot;SH3GLB1
SH3GLB2.prot;0.321011223179029;0.010225297532467;0.161368257549751;-0.178923264490889;0.247396338907462;SH3GLB2;prot;SH3GLB2
SH3KBP1.prot;-0.392771208658662;-0.847049355388254;-0.171819120914031;0.0882552038984934;0.00997529745122094;SH3KBP1;prot;SH3KBP1
SH3RF2.prot;-0.515104047960353;-0.195731781417233;-0.0785472261574346;-0.160337898000039;0.143278552490652;SH3RF2;prot;SH3RF2
SHANK3.prot;-0.0691112047238203;0.429519259763451;-0.309358422310342;0.230099987702624;-0.00297459705500596;SHANK3;prot;SHANK3
SHMT1.prot;-0.107597955396921;-0.339915721996947;-0.432318939525386;-0.20643738306253;0.168046089722473;SHMT1;prot;SHMT1
SHMT2.prot;-0.189755129062623;-0.308265505156246;0.131032613643618;-0.295340099693297;-0.0492181860958161;SHMT2;prot;SHMT2
SIK2.prot;0.145442094929607;-0.149737996684786;0.275152767006957;-0.399586158365972;-0.32384907610709;SIK2;prot;SIK2
SIRT3.prot;0.20172771649959;0.546174796382648;-0.0549698008288205;-0.158310951242319;-0.381980802834519;SIRT3;prot;SIRT3
SIRT4.prot;0.0621213245134944;-0.230576229483683;0.203183723808553;0.213416494539641;-0.316832919246162;SIRT4;prot;SIRT4
SIRT5.prot;0.140221248542834;-0.0751266194371467;0.638003408861398;-0.611317259861877;0.0899996678677043;SIRT5;prot;SIRT5
SKIC2.prot;0.242349428478331;0.265004195198819;-0.166656275474332;-0.312436646407177;-0.518556864588326;SKIC2;prot;SKIC2
SKP1.prot;0.246115371343293;0.339081422818106;-0.220187410089475;0.6007034424626;-0.292317630443622;SKP1;prot;SKP1
SLAIN2.prot;0.0878253854147862;-0.382699168980095;0.0258948704798639;0.514024617337434;0.175290406241531;SLAIN2;prot;SLAIN2
SLC25A10.prot;0.0796448054038654;-0.260845359150002;-0.121421639805581;-0.106314573061039;-0.144459986565792;SLC25A10;prot;SLC25A10
SLC25A11.prot;0.390152740401304;0.197359147187539;0.355961421401889;-0.31003172589374;-0.439566156200486;SLC25A11;prot;SLC25A11
SLC25A12.prot;0.2699603322977;0.230777806298935;-0.199530425006415;-0.254655097303987;-0.407848965579938;SLC25A12;prot;SLC25A12
SLC25A13.prot;-0.146630985149575;-0.411968346311469;0.0657704056853866;-0.415167394169768;-0.107686483192882;SLC25A13;prot;SLC25A13
SLC25A24.prot;-0.200914451326128;-0.091997362472884;-0.630289900479077;-0.0594294613158701;-0.172772351395608;SLC25A24;prot;SLC25A24
SLC25A3.prot;-0.0016362732627901;0.137251736527965;0.207892403259615;-0.211911330111109;-0.319045416803109;SLC25A3;prot;SLC25A3
SLC25A4.prot;0.312424022672721;0.356093107576488;0.540372322646124;-0.410581225867398;-0.102868856832912;SLC25A4;prot;SLC25A4
SLC25A6.prot;0.553834388671946;0.294928198550386;0.545990761623495;-0.023716890963728;-0.116523852894994;SLC25A6;prot;SLC25A6
SLC2A4.prot;-0.553575076960848;-0.0765304737008712;-0.0285991720798465;-0.39741490543191;0.323038700337949;SLC2A4;prot;SLC2A4
SLC38A5.prot;-0.1518716977247;-0.0695095987244429;-0.219571444059842;0.46202557392414;0.19807536500225;SLC38A5;prot;SLC38A5
SLC44A1.prot;0.154248280107222;0.360354356304879;0.0854166118881811;-0.499648184049512;-0.0538188828084522;SLC44A1;prot;SLC44A1
SLC44A2.prot;0.369450417933575;0.104823290787683;0.00933989395671762;-0.152479535961076;0.0209058643196983;SLC44A2;prot;SLC44A2
SLC45A2.prot;-0.46267830463262;-0.548144816652048;-0.295268196028907;-0.255928254209193;0.159851197277733;SLC45A2;prot;SLC45A2
SLC49A3.prot;-0.0754600254831277;0.681948227662962;-0.326831587978577;0.193268822546042;-0.204609810300953;SLC49A3;prot;SLC49A3
SLC4A1.prot;0.276608398385647;0.281367397038712;-0.111914259777631;-0.420649398195723;-0.249650332172738;SLC4A1;prot;SLC4A1
SLC6A2.prot;0.192263944322589;0.756907821761913;0.016239335343047;-0.157954369836365;0.0188733680151661;SLC6A2;prot;SLC6A2
SLC7A6OS.prot;-0.398392933398982;-0.289245646694408;0.15783235807199;-0.0862549575809836;-0.0458072695201941;SLC7A6OS;prot;SLC7A6OS
SLC8A1.prot;0.114892096251604;-0.337261152216837;0.0172258572936193;-0.22574822831912;0.058133219635705;SLC8A1;prot;SLC8A1
SLC9B2.prot;-0.343539520659674;0.0718158869543367;-0.0666169495091412;-0.0569557470967277;0.0537332404702394;SLC9B2;prot;SLC9B2
SLIRP.prot;0.0865567588675262;0.429833501335744;0.531140385323212;-0.292432571499288;-0.0367131110636982;SLIRP;prot;SLIRP
SLK.prot;0.242373870890431;0.0274942048286312;0.0818848118957259;0.206221836531798;-0.41892404236087;SLK;prot;SLK
SLMAP.prot;0.248457824438591;-0.102002226099303;0.288489322981555;-0.501651881294769;0.138270186908687;SLMAP;prot;SLMAP
SMC1A.prot;-0.397341228261016;-0.202640361829596;0.332521708456795;0.176556056471996;0.0912711360825452;SMC1A;prot;SMC1A
SMIM20.prot;-0.0288399188310849;-0.395555620870855;0.14471322301631;-0.576007929543217;0.235424225947849;SMIM20;prot;SMIM20
SMOC1.prot;0.12096287408208;-0.430854152752839;-0.556908622366778;-0.127631466221599;-0.0637623740108555;SMOC1;prot;SMOC1
SMPDL3B.prot;0.286512912225352;0.622277480344205;-0.165444592132298;-0.14721560778608;0.13076673269577;SMPDL3B;prot;SMPDL3B
SMPX.prot;0.501264233383167;0.428716470658698;0.395222249129358;-0.278465064865809;-0.0771470608835851;SMPX;prot;SMPX
SMS.prot;-0.179775315391891;0.373274035484551;0.399341506952093;0.318429459959022;-0.156182033977466;SMS;prot;SMS
SMTN.prot;-0.414943373477624;-0.662921240907104;0.00229236245342764;0.213198543997796;0.215891411010088;SMTN;prot;SMTN
SMTNL2.prot;-0.445531422965616;-0.251864771525409;0.23269342124732;0.377266315172962;0.393672622917239;SMTNL2;prot;SMTNL2
SMYD1.prot;0.231917572276203;0.109041159879711;0.340937854082172;-0.644119327941116;0.216936234248982;SMYD1;prot;SMYD1
SMYD5.prot;0.390483087970005;0.308681627194141;-0.198101361544086;0.365386538562793;-0.296523496370214;SMYD5;prot;SMYD5
SNAP23.prot;-0.12946885933224;0.102576053040877;-0.486727757287705;-0.10826713317024;-0.141353731322437;SNAP23;prot;SNAP23
SNCA.prot;0.112145568575995;-0.162273948789922;-0.226009193083168;-0.111624084269913;-0.0306859360930081;SNCA;prot;SNCA
SNCG.prot;0.194657598717597;-0.0907888156639817;-0.692448609626733;0.227530826834097;-0.202448428589775;SNCG;prot;SNCG
SND1.prot;0.119845491652705;0.11641947844512;-0.468427989174842;-0.0106242820154625;-0.237016977378787;SND1;prot;SND1
SNRNP70.prot;-0.148570563472288;0.384841022586983;-0.233632094087018;-0.0301826878158281;0.287155742766368;SNRNP70;prot;SNRNP70
SNRPD1.prot;0.460715613435722;0.0587016209642735;0.219502319341869;-0.0941980523870346;0.296730557157175;SNRPD1;prot;SNRPD1
SNRPE.prot;0.189697836547981;0.0864694107045958;0.170129770794921;0.10563723835638;-0.119823586427975;SNRPE;prot;SNRPE
SNTA1.prot;-0.250756555952604;-0.356083946012498;-0.0634540057365205;-0.439600047697862;0.573354996047786;SNTA1;prot;SNTA1
SNTB2.prot;-0.126488694512774;0.13246578036057;-0.578085005069396;-0.0989396738980135;-0.448744599376714;SNTB2;prot;SNTB2
SNX1.prot;0.0817628544718714;0.0154407719748449;-0.126725088516727;-0.0459697232592317;-0.140603258701382;SNX1;prot;SNX1
SNX12.prot;-0.0056954050236433;-0.225562202512237;-0.12848644150827;-0.0253522719406742;0.51749741415045;SNX12;prot;SNX12
SNX18.prot;0.413125700658013;0.166937592783253;-0.285989595461953;0.431754545829343;0.128623423209324;SNX18;prot;SNX18
SNX2.prot;-0.16661832789295;0.350135152206471;0.157935102559337;0.298551178954819;0.0159360544759073;SNX2;prot;SNX2
SNX3.prot;0.0757364598985787;-0.0591084653212641;0.202773377179997;-0.195831205759863;0.346151300076668;SNX3;prot;SNX3
SNX4.prot;-0.16650862801467;-0.32992849725477;0.0497530032214183;0.686352295851801;0.191898931431949;SNX4;prot;SNX4
SNX5.prot;0.501708862493639;0.270259728411221;-0.449631868516118;-0.0373948349451261;-0.367204717195114;SNX5;prot;SNX5
SNX6.prot;0.127407977315163;0.628435832018086;-0.00843653979916674;0.317561151085723;-0.144182952551187;SNX6;prot;SNX6
SOD1.prot;-0.343728126464191;-0.307412731562846;0.180785629791653;-0.0636462614905113;0.134630980302749;SOD1;prot;SOD1
SOD2.prot;0.0127801768373825;0.187863911041642;0.102259509856934;-0.125705291765538;-0.506308104930702;SOD2;prot;SOD2
SOD3.prot;-0.109176080136551;0.489650646566285;-0.0426571723357998;-0.225222613829279;0.385338856053193;SOD3;prot;SOD3
SORBS1.prot;-0.207574230315549;0.134928062079027;-0.208692734474067;-0.055933967332714;0.297353812370966;SORBS1;prot;SORBS1
SORBS2.prot;-0.366521354299617;-0.0130794492749398;0.0980948768880263;0.0223789574112429;0.214150790566384;SORBS2;prot;SORBS2
SORD.prot;0.33138583735585;0.286946039535373;-0.0958549917313567;-0.117339494488337;-0.485201113359667;SORD;prot;SORD
SORT1.prot;0.154442735104114;-0.181824984595086;0.156081216374932;0.240687980402121;0.0796167132980748;SORT1;prot;SORT1
SPAG7.prot;0.0809480642350916;-0.0975169073360301;0.146498060843809;0.00486861515642493;-0.217287675197609;SPAG7;prot;SPAG7
SPAG9.prot;-0.0515465279511061;0.400468034125407;0.0363547867847798;0.391520511943893;-0.451347259567496;SPAG9;prot;SPAG9
SPARC.prot;0.101169951743632;0.428349566607728;-0.0413264069267905;-0.0454261895965515;0.112010666038614;SPARC;prot;SPARC
SPARCL1.prot;-0.336324370063767;-0.757188839250516;-0.235731907648733;0.019204811934882;0.243408243812923;SPARCL1;prot;SPARCL1
SPART.prot;-0.0441595500251435;-0.49554520006396;-0.244911882633708;0.264750416177171;-0.168062542530134;SPART;prot;SPART
SPEG.prot;-0.0641401383501544;0.565381870472267;0.172177152166231;0.332464095511644;0.291776315432448;SPEG;prot;SPEG
SPG11.prot;0.345985238197451;0.205807657336807;0.012704076272779;-0.457439981046802;-0.45110465179372;SPG11;prot;SPG11
SPG7.prot;0.0692143073031409;-0.128173011628413;0.200079889106056;-0.0126141776808733;-0.0228615658499673;SPG7;prot;SPG7
SPI2.prot;-0.00943177020443046;-0.175041196605583;-0.148057500977165;-0.166903190150399;0.773631254082359;SPI2;prot;SPI2
SPON1.prot;-0.447478297737949;-0.415798603825111;-0.349665765839159;0.375604332486639;0.318649830534259;SPON1;prot;SPON1
SPRYD4.prot;0.0337539235947439;-0.115216934558274;0.263828428744952;-0.630103391664802;-0.306890276077769;SPRYD4;prot;SPRYD4
SPTA1.prot;0.357373656693185;0.111916919319043;-0.0270157826435189;-0.22643609991852;-0.0164784620834567;SPTA1;prot;SPTA1
SPTAN1.prot;0.240592125858797;0.482093977666236;-0.409314821877822;-0.159192134151814;0.132481225594189;SPTAN1;prot;SPTAN1
SPTB.prot;0.547243063279402;0.338886755369925;-0.130802666578425;-0.134337920744139;0.00315975157405252;SPTB;prot;SPTB
SPTBN1.prot;0.168946777833273;0.384393389608842;-0.49009264355281;-0.16249410039419;-0.0715206000514185;SPTBN1;prot;SPTBN1
SRA1.prot;0.147513729037737;0.479561693572602;-0.0260637365714246;-0.0305239749293403;-0.391140698738649;SRA1;prot;SRA1
SRC.prot;-0.369740726809233;-0.201183774773435;0.273074191493258;-0.0485662508012516;0.0921873235589261;SRC;prot;SRC
SRI.prot;-0.185637695633181;-0.627589576717365;-0.165553359733971;-0.220246850094535;0.152813378984682;SRI;prot;SRI
SRL.prot;0.0832359633614912;0.617949435774539;0.517459781429106;-0.225798872658257;-0.0216935080441043;SRL;prot;SRL
SRM.prot;0.458837403976815;0.0199558422186493;-0.436999944392908;0.309423569524111;0.0178529647769555;SRM;prot;SRM
SRRM2.prot;-0.020332771671507;-0.179744953742032;0.0802160836569332;-0.790546049218669;-0.0603116243385727;SRRM2;prot;SRRM2
SRRT.prot;0.164462678063603;0.32278388492419;0.0653014815039133;-0.465278163490146;-0.261729567958167;SRRT;prot;SRRT
SRSF1.prot;-0.276613662684237;-0.0963515535165398;-0.237243040930167;-0.0130270685347921;0.769261852599318;SRSF1;prot;SRSF1
SRSF11.prot;-0.329215498152048;0.0319086522033993;-0.358550514346239;-0.242428232022746;-0.117367766615061;SRSF11;prot;SRSF11
SRSF3.prot;-0.330849828207194;-0.361305006920844;-0.0327053917714044;-0.188542060762769;0.585598910820443;SRSF3;prot;SRSF3
SRSF4.prot;0.200574939544478;-0.222813235624277;-0.248156834155859;0.463233780896943;-0.281979901370155;SRSF4;prot;SRSF4
SRSF7.prot;-0.156573855154952;0.18685165521019;-0.0493007677326512;0.135111282204167;0.692517264665505;SRSF7;prot;SRSF7
SSB.prot;-0.0896964940175696;0.444504971901262;-0.0065385394875187;0.184159494990885;0.489376682330169;SSB;prot;SSB
SSBP1.prot;-0.0374589844020203;0.0894517802070237;-0.195742323001326;0.204639269854681;-0.128072030959102;SSBP1;prot;SSBP1
SSC5D.prot;0.205746162141715;0.091747348883431;0.0980185146353689;0.386841294897157;-0.121851754321457;SSC5D;prot;SSC5D
SSR1.prot;0.271715216979848;0.057076509140755;-0.608781923624077;-0.304861250320685;-0.353917520700111;SSR1;prot;SSR1
SSR4.prot;0.56296670512425;0.160740213359715;0.0548748022994503;-0.156887310020978;-0.0392198747294477;SSR4;prot;SSR4
ST13.prot;-0.371255209705444;0.290513058372213;-0.295528306189783;0.37461330097423;-0.11816744474497;ST13;prot;ST13
STAM.prot;0.0708179085351631;0.0239920484008434;-0.144383016063763;-0.0697444065810513;-0.110432764169649;STAM;prot;STAM
STAMBP.prot;0.264731130883214;-0.260117939130936;0.202333008276583;0.348528582807332;0.443407096942075;STAMBP;prot;STAMBP
STARD10.prot;-0.516779478389586;-0.583511567288177;-0.0887464804831203;0.259484001769212;0.0796624491770034;STARD10;prot;STARD10
STAT1.prot;0.277366945371354;0.21144116336184;0.15029967692377;-0.261597433710163;-0.112589976131229;STAT1;prot;STAT1
STAT3.prot;0.119694005746929;-0.136796285671702;0.181027619438853;-0.189320339132998;-0.397089693995416;STAT3;prot;STAT3
STBD1.prot;0.468024392185465;0.45284263796633;0.0805587346998252;-0.0755674632593895;-0.339905874173422;STBD1;prot;STBD1
STIP1.prot;-0.108494603050807;0.227174759865562;-0.219994780462578;0.728159732492408;-0.120516111406176;STIP1;prot;STIP1
STK3.prot;-0.0447941607186686;0.091904429584411;-0.26398733380091;-0.0054237781937437;0.181722737164373;STK3;prot;STK3
STK38L.prot;0.212109512993391;-0.264451757697197;0.435773698116658;-0.177767435253589;0.18868920244578;STK38L;prot;STK38L
STMN1.prot;-0.0830141658612814;-0.107812239230119;0.443939705000545;0.286459489676472;0.438047023781191;STMN1;prot;STMN1
STOM.prot;-0.32159569300066;-0.19149209704211;-0.372001151905778;-0.501614681961227;0.159535453486343;STOM;prot;STOM
STOML2.prot;0.615411178438368;0.21961435347582;0.0558082426785343;-0.157970289613172;-0.012471480966526;STOML2;prot;STOML2
STON1.prot;0.285157845259469;0.269832296866804;0.0538286429639628;0.44417712679882;-0.0461521854389276;STON1;prot;STON1
STRAP.prot;0.128137320605875;-0.0280991049731097;0.130568059912681;-0.415515835537106;-0.174777596558097;STRAP;prot;STRAP
STRN.prot;-0.253862518113143;0.218420095138701;0.339002582747094;-0.389541798385179;0.171131572945457;STRN;prot;STRN
STUB1.prot;-0.255213313965736;0.283165169624378;-0.117821799350763;-0.315582970001622;-0.0963072400691009;STUB1;prot;STUB1
